0		61.3905
1		0
2		0
3		0
4		0
5		0
6		36.7343
7		0
8		0
9		0
10		0
11		35.6722
12		0
13		0
14		0
15		0
16		0
17		37.8045
18		0
19		0
20		0
21		0
22		0
23		0
24		0
25		0
26		0
27		0
28		0
29		36.7252
30		0
31		0
32		0
33		0
34		0
35		0
36		36.3189
37		36.5619
38		36.4876
39		0
40		0
41		0
42		0
43		0
44		0
45		38.299
46		35.4504
47		0
48		0
49		0
50		0
51		0
52		0
53		0
54		0
55		0
56		0
57		0
58		38.9217
59		0
60		0
61		0
62		0
63		0
64		0
65		0
66		0
67		37.2749
68		0
69		0
70		0
71		0
72		0
73		0
74		0
75		0
76		0
77		35.6791
78		0
79		0
80		0
81		0
82		0
83		0
84		0
85		0
86		0
87		36.0702
88		0
89		0
90		0
91		0
92		0
93		37.6126
94		0
95		0
96		0
97		0
98		0
99		0
100		0
101		0
102		38.013
103		0
104		0
105		0
106		0
107		0
108		0
109		0
110		0
111		0
112		0
113		36.284
114		0
115		0
116		0
117		0
118		38.4114
119		0
120		0
121		0
122		0
123		0
124		37.2239
125		0
126		0
127		0
128		0
129		0
130		0
131		0
132		0
133		0
134		0
135		0
136		0
137		0
138		36.4708
139		0
140		0
141		0
142		0
143		0
144		0
145		0
146		0
147		0
148		0
149		62.0116

#-------------------------------------
# i 	 HetN(i)
